175, -0.00243964 -0.00025607    0.620154, 1.2951e-308 1.2951e-308    0.622451,  -0.00258986 -0.000279526     0.620095,  -0.00246571 -0.000286455     0.620203,  -0.00239482 -0.000297489     0.620316,  -0.00237759 -0.000309639     0.620435,  -0.00241541 -0.000321873     0.620561,  -0.00251009 -0.000334139     0.620695,   -0.0026636 -0.000346371     0.620839,  -0.00287803 -0.000358344     0.620996,  -0.00315556 -0.000369751     0.621166,  -0.00349843 -0.000380227     0.621352,  -0.00390865 -0.000389337     0.621556,  -0.00438601 -0.000396514     0.621781,  -0.00490812 -0.000400503     0.622025, -0.00471597 -0.00038586    0.622474, 
180,  -0.00235496 -0.000249323     0.620192, 1.2951e-308 1.2951e-308    0.622451,  -0.00258986 -0.000279526     0.620095,  -0.00246571 -0.000286455     0.620203,  -0.00239482 -0.000297489     0.620316,  -0.00237759 -0.000309639     0.620435,  -0.00241541 -0.000321873     0.620561,  -0.00251009 -0.000334139     0.620695,   -0.0026636 -0.000346371     0.620839,  -0.00287803 -0.000358344     0.620996,  -0.00315556 -0.000369751     0.621166,  -0.00349843 -0.000380227     0.621352,  -0.00390865 -0.000389337     0.621556,  -0.00438601 -0.000396514     0.621781,  -0.00490812 -0.000400503     0.622025, -0.00471597 -0.00038586    0.622474, 
185,  -0.00226401 -0.000241274     0.620232, 1.2951e-308 1.2951e-308    0.622451,  -0.00258986 -0.000279526     0.620095,  -0.00246571 -0.000286455     0.620203,  -0.00239482 -0.000297489     0.620316,  -0.00237759 -0.000309639     0.620435,  -0.00241541 -0.000321873     0.620561,  -0.00251009 -0.000334139     0.620695,   -0.0026636 -0.000346371     0.620839,  -0.00287803 -0.000358344     0.620996,  -0.00315556 -0.000369751     0.621166,  -0.00349843 -0.000380227     0.621352,  -0.00390865 -0.000389337     0.621556,  -0.00438601 -0.000396514     0.621781,  -0.00490812 -0.000400503     0.622025, -0.00471597 -0.00038586    0.622474, 
190,  -0.00216624 -0.000231882     0.620274, 1.2951e-308 1.2951e-308    0.622451,  -0.00258986 -0.000279526     0.620095,  -0.00246571 -0.000286455     0.620203,  -0.00239482 -0.000297489     0.620316,  -0.00237759 -0.000309639     0.620435,  -0.00241541 -0.000321873     0.620561,  -0.00251009 -0.000334139     0.620695,   -0.0026636 -0.000346371     0.620839,  -0.00287803 -0.000358344     0.620996,  -0.00315556 -0.000369751     0.621166,  -0.00349843 -0.000380227     0.621352,  -0.00390865 -0.000389337     0.621556,  -0.00438601 -0.000396514     0.621781,  -0.00490812 -0.000400503     0.622025, -0.00471597 -0.00038586    0.622474, 
195, -0.00206102  -0.0002211    0.620318, 1.2951e-308 1.2951e-308    0.622451,  -0.00258986 -0.000279526     0.620095,  -0.00246571 -0.000286455     0.620203,  -0.00239482 -0.000297489     0.620316,  -0.00237759 -0.000309639     0.620435,  -0.00241541 -0.000321873     0.620561,  -0.00251009 -0.000334139     0.620695,   -0.0026636 -0.000346371     0.620839,  -0.00287803 -0.000358344     0.620996,  -0.00315556 -0.000369751     0.621166,  -0.00349843 -0.000380227     0.621352,  -0.00390865 -0.000389337     0.621556,  -0.00438601 -0.000396514     0.621781,  -0.00490812 -0.000400503     0.622025, -0.00471597 -0.00038586    0.622474, 
200,  -0.00197396 -0.000217013     0.620364, 1.36062e-308 1.36062e-308     0.622451,   -0.0019522 -0.000388933     0.620733,  -0.00189164 -0.000437121     0.620935,  -0.00187034 -0.000480718     0.621144,  -0.00190385 -0.000523226     0.621362,   -0.0019964 -0.000564827      0.62159,  -0.00215115 -0.000605401     0.621831, -0.00237127 -0.00064481    0.622086,  -0.00265997 -0.000682858     0.622358,  -0.00302049 -0.000719286      0.62265,    -0.003456 -0.000753768     0.622963,  -0.0039693 -0.00078589    0.623302, -0.00456028 -0.00081507     0.62367,  -0.00520088 -0.000839802     0.624065,  -0.0050136 -0.00083462    0.624653, 
205,  -0.00192221 -0.000224985     0.620413, 1.36062e-308 1.36062e-308     0.622451,   -0.0019522 -0.000388933     0.620733,  -0.00189164 -0.000437121     0.620935,  -0.00187034 -0.000480718     0.621144,  -0.00190385 -0.000523226     0.621362,   -0.0019964 -0.000564827      0.62159,  -0.00215115 -0.000605401     0.621831, -0.00237127 -0.00064481    0.622086,  -0.00265997 -0.000682858     0.622358,  -0.00302049 -0.000719286      0.62265,    -0.003456 -0.000753768     0.622963,  -0.0039693 -0.00078589    0.623302, -0.00456028 -0.00081507     0.62367,  -0.00520088 -0.000839802     0.624065,  -0.0050136 -0.00083462    0.624653, 
210,  -0.00189319 -0.000240912     0.620463, 1.42614e-308 1.42614e-308     0.622451,   -0.0019098 -0.000421189     0.620819,  -0.00188855 -0.000469398     0.621014,  -0.00190989 -0.000519024     0.621215,  -0.00198819 -0.000569376     0.621426,  -0.00212634 -0.000621024     0.621649,  -0.00232682 -0.000673003     0.621885,   -0.0025924 -0.000724317     0.622136,  -0.00292608 -0.000774288     0.622406,  -0.00333091 -0.000822363     0.622697,  -0.00380988 -0.000868017     0.623013,  -0.00436563 -0.000910687     0.623357,  -0.00499776 -0.000949656     0.623732,  -0.00567681 -0.000983263     0.624138,  -0.00548506 -0.000982238     0.624741, 
215,  -0.00187552 -0.000260731     0.620514, 1.49166e-308 1.49166e-308     0.622451,  -0.00187906 -0.000420178     0.620867,  -0.00185195 -0.000456011     0.621065,  -0.00186623 -0.000501775     0.621271,  -0.00193366 -0.000548358     0.621487,  -0.00205659 -0.000596407     0.621716,  -0.00223642 -0.000646361      0.62196,  -0.00247488 -0.000698258     0.622222,  -0.00277436 -0.000751905     0.622504,  -0.00313823 -0.000806924     0.622808, -0.00357069 -0.00086276    0.623138,  -0.00407598 -0.000918703     0.623497,  -0.00465484 -0.000973891     0.623887, -0.00527669 -0.00102651    0.624308, -0.00503164 -0.00103583    0.624933, 
220,  -0.00186764 -0.000283606     0.620565, 1.49166e-308 1.49166e-308     0.622451,  -0.00187906 -0.000420178     0.620867,  -0.00185195 -0.000456011     0.621065,  -0.00186623 -0.000501775     0.621271,  -0.00193366 -0.000548358     0.621487,  -0.00205659 -0.000596407     0.621716,  -0.00223642 -0.000646361      0.62196,  -0.00247488 -0.000698258     0.622222,  -0.00277436 -0.000751905     0.622504,  -0.00313823 -0.000806924     0.622808, -0.00357069 -0.00086276    0.623138,  -0.00407598 -0.000918703     0.623497,  -0.00465484 -0.000973891     0.623887, -0.00527669 -0.00102651    0.624308, -0.00503164 -0.00103583    0.624933, 
225,  -0.00187041 -0.000309652     0.620617, 1.49166e-308 1.49166e-308     0.622451,  -0.00187906 -0.000420178     0.620867,  -0.00185195 -0.000456011     0.621065,  -0.00186623 -0.000501775     0.621271,  -0.00193366 -0.000548358     0.621487,  -0.00205659 -0.000596407     0.621716,  -0.00223642 -0.000646361      0.62196,  -0.00247488 -0.000698258     0.622222,  -0.00277436 -0.000751905     0.622504,  -0.00313823 -0.000806924     0.622808, -0.00357069 -0.00086276    0.623138,  -0.00407598 -0.000918703     0.623497,  -0.00465484 -0.000973891     0.623887, -0.00527669 -0.00102651    0.624308, -0.00503164 -0.00103583    0.624933, 
230,  -0.00188488 -0.000338997     0.620669, 1.49166e-308 1.49166e-308     0.622451,  -0.00187906 -0.000420178     0.620867,  -0.00185195 -0.000456011     0.621065,  -0.00186623 -0.000501775     0.621271,  -0.00193366 -0.000548358     0.621487,  -0.00205659 -0.000596407     0.621716,  -0.00223642 -0.000646361      0.62196,  -0.00247488 -0.000698258     0.622222,  -0.00277436 -0.000751905     0.622504,  -0.00313823 -0.000806924     0.622808, -0.00357069 -0.00086276    0.623138,  -0.00407598 -0.000918703     0.623497,  -0.00465484 -0.000973891     0.623887, -0.00527669 -0.00102651    0.624308, -0.00503164 -0.00103583    0.624933, 
235,  -0.00191222 -0.000371782     0.620723, 1.49166e-308 1.49166e-308     0.622451,  -0.00187906 -0.000420178     0.620867,  -0.00185195 -0.000456011     0.621065,  -0.00186623 -0.000501775     0.621271,  -0.00193366 -0.000548358     0.621487,  -0.00205659 -0.000596407     0.621716,  -0.00223642 -0.000646361      0.62196,  -0.00247488 -0.000698258     0.622222,  -0.00277436 -0.000751905     0.622504,  -0.00313823 -0.000806924     0.622808, -0.00357069 -0.00086276    0.623138,  -0.00407598 -0.000918703     0.623497,  -0.00465484 -0.000973891     0.623887, -0.00527669 -0.00102651    0.624308, -0.00503164 -0.00103583    0.624933, 
240,  -0.00193577 -0.000403547     0.620776, 1.55719e-308 1.55719e-308     0.622451, -0.00186472 -0.00054006    0.621108,  -0.00190738 -0.000593221     0.621303,  -0.00199854 -0.000652895      0.62151,  -0.00214254 -0.000711433     0.621729,  -0.00234259 -0.000769804     0.621964,   -0.0026018 -0.000828309     0.622215,   -0.0029234 -0.000887055     0.622486,  -0.00331087 -0.000945996     0.622779, -0.00376806 -0.00100497    0.623098, -0.00429911 -0.00106367    0.623446, -0.00490786 -0.00112171    0.623827, -0.00559448 -0.00117851    0.624245, -0.00632589 -0.00123232    0.624698, -0.00610691 -0.00123985    0.625356, 
245,  -0.00194482 -0.000431391     0.620827, 1.55719e-308 1.55719e-308     0.622451, -0.00186472 -0.00054006    0.621108,  -0.00190738 -0.000593221     0.621303,  -0.00199854 -0.000652895      0.62151,  -0.00214254 -0.000711433     0.621729,  -0.00234259 -0.000769804     0.621964,   -0.0026018 -0.000828309     0.622215,   -0.0029234 -0.000887055     0.622486,  -0.00331087 -0.000945996     0.622779, -0.00376806 -0.00100497    0.623098, -0.00429911 -0.00106367    0.623446, -0.00490786 -0.00112171    0.623827, -0.00559448 -0.00117851    0.624245, -0.00632589 -0.00123232    0.624698, -0.00610691 -0.00123985    0.625356, 
250,  -0.00194044 -0.000455474     0.620877, 1.55719e-308 1.55719e-308     0.622451, -0.00186472 -0.00054006    0.621108,  -0.00190738 -0.000593221     0.621303,  -0.00199854 -0.000652895      0.62151,  -0.00214254 -0.000711433     0.621729,  -0.00234259 -0.000769804     0.621964,   -0.0026018 -0.000828309     0.622215,   -0.0029234 -0.000887055     0.622486,  -0.00331087 -0.000945996     0.622779, -0.00376806 -0.00100497    0.623098, -0.00429911 -0.00106367    0.623446, -0.00490786 -0.00112171    0.623827, -0.00559448 -0.00117851    0.624245, -0.00632589 -0.00123232    0.624698, -0.00610691 -0.00123985    0.625356, 
255,  -0.00192342 -0.000475925     0.620924, 1.55719e-308 1.55719e-308     0.622451, -0.00186472 -0.00054006    0.621108,  -0.00190738 -0.000593221     0.621303,  -0.00199854 -0.000652895      0.62151,  -0.00214254 -0.000711433     0.621729,  -0.00234259 -0.000769804     0.621964,   -0.0026018 -0.000828309     0.622215,   -0.0029234 -0.000887055     0.622486,  -0.00331087 -0.000945996     0.622779, -0.00376806 -0.00100497    0.623098, -0.00429911 -0.00106367    0.623446, -0.00490786 -0.00112171    0.623827, -0.00559448 -0.00117851    0.624245, -0.00632589 -0.00123232    0.624698, -0.00610691 -0.00123985    0.625356, 
260,  -0.00189429 -0.000492852      0.62097, 1.55719e-308 1.55719e-308     0.622451, -0.00186472 -0.00054006    0.621108,  -0.00190738 -0.000593221     0.621303,  -0.00199854 -0.000652895      0.62151,  -0.00214254 -0.000711433     0.621729,  -0.00234259 -0.000769804     0.621964,   -0.0026018 -0.000828309     0.622215,   -0.0029234 -0.000887055     0.622486,  -0.00331087 -0.000945996     0.622779, -0.00376806 -0.00100497    0.623098, -0.00429911 -0.00106367    0.623446, -0.00490786 -0.00112171    0.623827, -0.00559448 -0.00117851    0.624245, -0.00632589 -0.00123232    0.624698, -0.00610691 -0.00123985    0.625356, 
265,  -0.00186726 -0.000509171     0.621016, 1.62271e-308 1.62271e-308     0.622451,  -0.00190915 -0.000644711     0.621366,  -0.00200285 -0.000712069      0.62158,  -0.00214664 -0.000780294     0.621805,  -0.00234459 -0.000846094     0.622045,  -0.00260056 -0.000910746     0.622301,  -0.00291849 -0.000974476     0.622576, -0.00330233 -0.00103743    0.622874, -0.00375611 -0.00109963    0.623196, -0.00428395 -0.00116097    0.623548, -0.00489001 -0.00122126    0.623933, -0.00557798 -0.00128017    0.624355, -0.00634767 -0.00133717     0.62482, -0.00716337  -0.0013905    0.625326, -0.00695578  -0.0013963    0.626033, 
270,  -0.00185188 -0.000526836     0.621064, 1.62271e-308 1.62271e-308     0.622451,  -0.00190915 -0.000644711     0.621366,  -0.00200285 -0.000712069      0.62158,  -0.00214664 -0.000780294     0.621805,  -0.00234459 -0.000846094     0.622045,  -0.00260056 -0.000910746     0.622301,  -0.00291849 -0.000974476     0.622576, -0.00330233 -0.00103743    0.622874, -0.00375611 -0.00109963    0.623196, -0.00428395 -0.00116097    0.623548, -0.00489001 -0.00122126    0.623933, -0.00557798 -0.00128017    0.624355, -0.00634767 -0.00133717     0.62482, -0.00716337  -0.0013905    0.625326, -0.00695578  -0.0013963    0.626033, 
275,  -0.00184863 -0.000545915     0.621112, 1.62271e-308 1.62271e-308     0.622451,  -0.00190915 -0.000644711     0.621366,  -0.00200285 -0.000712069      0.62158,  -0.00214664 -0.000780294     0.621805,  -0.00234459 -0.000846094     0.622045,  -0.00260056 -0.000910746     0.622301,  -0.00291849 -0.000974476     0.622576, -0.00330233 -0.00103743    0.622874, -0.00375611 -0.00109963    0.623196, -0.00428395 -0.00116097    0.623548, -0.00489001 -0.00122126    0.623933, -0.00557798 -0.00128017    0.624355, -0.00634767 -0.00133717     0.62482, -0.00716337  -0.0013905    0.625326, -0.00695578  -0.0013963    0.626033, 
280,  -0.00185819 -0.000566481     0.621162, 1.62271e-308 1.62271e-308     0.622451,  -0.00190915 -0.000644711     0.621366,  -0.00200285 -0.000712069      0.62158,  -0.00214664 -0.000780294     0.621805,  -0.00234459 -0.000846094     0.622045,  -0.00260056 -0.000910746     0.622301,  -0.00291849 -0.000974476     0.622576, -0.00330233 -0.00103743    0.622874, -0.00375611 -0.00109963    0.623196, -0.00428395 -0.00116097    0.623548, -0.00489001 -0.00122126    0.623933, -0.00557798 -0.00128017    0.624355, -0.00634767 -0.00133717     0.62482, -0.00716337  -0.0013905    0.625326, -0.00695578  -0.0013963    0.626033, 
285, -0.00187288  -0.0005876    0.621213, 1.68823e-308 1.68823e-308     0.622451,   -0.0019981 -0.000732423     0.621577,  -0.00214283 -0.000806324     0.621797,  -0.00233676 -0.000881129     0.622032,  -0.00258521 -0.000953689     0.622282, -0.00289282 -0.00102482     0.62255, -0.00326413 -0.00109449     0.62284, -0.00370361 -0.00116279    0.623154,  -0.0042156 -0.00122972    0.623496, -0.00480437 -0.00129521     0.62387, -0.00547406 -0.00135911    0.624282, -0.00622826 -0.00142111    0.624735, -0.00706654 -0.00148069    0.625236, -0.00795085 -0.00153606    0.625782, -0.00774958 -0.00154197    0.626525, 
290,  -0.00188797 -0.000608693     0.621265, 1.68823e-308 1.68823e-308     0.622451,   -0.0019981 -0.000732423     0.621577,  -0.00214283 -0.000806324     0.621797,  -0.00233676 -0.000881129     0.622032,  -0.00258521 -0.000953689     0.622282, -0.00289282 -0.00102482     0.62255, -0.00326413 -0.00109449     0.62284, -0.00370361 -0.00116279    0.623154,  -0.0042156 -0.00122972    0.623496, -0.00480437 -0.00129521     0.62387, -0.00547406 -0.00135911    0.624282, -0.00622826 -0.00142111    0.624735, -0.00706654 -0.00148069    0.625236, -0.00795085 -0.00153606    0.625782, -0.00774958 -0.00154197    0.626525, 
295,  -0.00190444 -0.000629854     0.621316, 1.68823e-308 1.68823e-308     0.622451,   -0.0019981 -0.000732423     0.621577,  -0.00214283 -0.000806324     0.621797,  -0.00233676 -0.000881129     0.622032,  -0.00258521 -0.000953689     0.622282, -0.00289282 -0.00102482     0.62255, -0.00326413 -0.00109449     0.62284, -0.00370361 -0.00116279    0.623154,  -0.0042156 -0.00122972    0.623496, -0.00480437 -0.00129521     0.62387, -0.00547406 -0.00135911    0.624282, -0.00622826 -0.00142111    0.624735, -0.00706654 -0.00148069    0.625236, -0.00795085 -0.00153606    0.625782, -0.00774958 -0.00154197    0.626525, 
300,  -0.00192329 -0.000651177     0.621369, 1.68823e-308 1.68823e-308     0.622451,   -0.0019981 -0.000732423     0.621577,  -0.00214283 -0.000806324     0.621797,  -0.00233676 -0.000881129     0.622032,  -0.00258521 -0.000953689     0.622282, -0.00289282 -0.00102482     0.62255, -0.00326413 -0.00109449     0.62284, -0.00370361 -0.00116279    0.623154,  -0.0042156 -0.00122972    0.623496, -0.00480437 -0.00129521     0.62387, -0.00547406 -0.00135911    0.624282, -0.00622826 -0.00142111    0.624735, -0.00706654 -0.00148069    0.625236, -0.00795085 -0.00153606    0.625782, -0.00774958 -0.00154197    0.626525, 
305,  -0.00194553 -0.000672756     0.621423, 1.68823e-308 1.68823e-308     0.622451,   -0.0019981 -0.000732423     0.621577,  -0.00214283 -0.000806324     0.621797,  -0.00233676 -0.000881129     0.622032,  -0.00258521 -0.000953689     0.622282, -0.00289282 -0.00102482     0.62255, -0.00326413 -0.00109449     0.62284, -0.00370361 -0.00116279    0.623154,  -0.0042156 -0.00122972    0.623496, -0.00480437 -0.00129521     0.62387, -0.00547406 -0.00135911    0.624282, -0.00622826 -0.00142111    0.624735, -0.00706654 -0.00148069    0.625236, -0.00795085 -0.00153606    0.625782, -0.00774958 -0.00154197    0.626525, 
